Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"9:00 PM, January 1, 2024",DEN,CHO,58,35,111,22,https://www.basketball-reference.com/boxscores/202401010DEN.html
"8:00 PM, January 1, 2024",HOU,DET,59,54,136,30,https://www.basketball-reference.com/boxscores/202401010HOU.html
"10:30 PM, January 1, 2024",LAC,MIA,42,62,121,26,https://www.basketball-reference.com/boxscores/202401010LAC.html
"8:00 PM, January 1, 2024",MIL,IND,69,53,113,25,https://www.basketball-reference.com/boxscores/202401010MIL.html
"3:00 PM, January 1, 2024",NYK,MIN,45,61,112,18,https://www.basketball-reference.com/boxscores/202401010NYK.html
"9:00 PM, January 1, 2024",PHO,POR,45,43,109,23,https://www.basketball-reference.com/boxscores/202401010PHO.html
"7:30 PM, January 1, 2024",TOR,CLE,57,64,124,26,https://www.basketball-reference.com/boxscores/202401010TOR.html
"9:00 PM, January 1, 2024",UTA,DAL,40,50,127,34,https://www.basketball-reference.com/boxscores/202401010UTA.html
"10:00 PM, January 2, 2024",GSW,ORL,61,54,121,34,https://www.basketball-reference.com/boxscores/202401020GSW.html
"8:00 PM, January 2, 2024",MEM,SAS,47,51,106,26,https://www.basketball-reference.com/boxscores/202401020MEM.html
"8:00 PM, January 2, 2024",NOP,BRK,43,42,112,27,https://www.basketball-reference.com/boxscores/202401020NOP.html
"8:00 PM, January 2, 2024",OKC,BOS,69,54,127,29,https://www.basketball-reference.com/boxscores/202401020OKC.html
"7:00 PM, January 2, 2024",PHI,CHI,49,48,110,12,https://www.basketball-reference.com/boxscores/202401020PHI.html
"10:00 PM, January 2, 2024",SAC,CHO,56,55,104,26,https://www.basketball-reference.com/boxscores/202401020SAC.html
"7:30 PM, January 3, 2024",ATL,OKC,69,69,141,25,https://www.basketball-reference.com/boxscores/202401030ATL.html
"7:00 PM, January 3, 2024",CLE,WAS,50,51,140,39,https://www.basketball-reference.com/boxscores/202401030CLE.html
"8:30 PM, January 3, 2024",DAL,POR,45,52,126,24,https://www.basketball-reference.com/boxscores/202401030DAL.html
"8:00 PM, January 3, 2024",HOU,BRK,54,47,112,25,https://www.basketball-reference.com/boxscores/202401030HOU.html
"7:00 PM, January 3, 2024",IND,MIL,70,60,142,29,https://www.basketball-reference.com/boxscores/202401030IND.html
"10:00 PM, January 3, 2024",LAL,MIA,66,44,96,29,https://www.basketball-reference.com/boxscores/202401030LAL.html
"8:00 PM, January 3, 2024",MEM,TOR,55,61,111,35,https://www.basketball-reference.com/boxscores/202401030MEM.html
"8:00 PM, January 3, 2024",MIN,NOP,57,60,106,35,https://www.basketball-reference.com/boxscores/202401030MIN.html
"8:30 PM, January 3, 2024",NYK,CHI,53,47,116,30,https://www.basketball-reference.com/boxscores/202401030NYK.html
"9:00 PM, January 3, 2024",PHO,LAC,59,72,122,31,https://www.basketball-reference.com/boxscores/202401030PHO.html
"10:00 PM, January 3, 2024",SAC,ORL,54,64,138,11,https://www.basketball-reference.com/boxscores/202401030SAC.html
"9:00 PM, January 3, 2024",UTA,DET,64,74,154,16,https://www.basketball-reference.com/boxscores/202401030UTA.html
"10:00 PM, January 4, 2024",GSW,DEN,72,58,127,20,https://www.basketball-reference.com/boxscores/202401040GSW.html
"7:30 PM, January 4, 2024",SAS,MIL,58,67,121,28,https://www.basketball-reference.com/boxscores/202401040SAS.html
"7:00 PM, January 5, 2024",BOS,UTA,47,50,126,19,https://www.basketball-reference.com/boxscores/202401050BOS.html
"7:30 PM, January 5, 2024",BRK,OKC,62,53,124,23,https://www.basketball-reference.com/boxscores/202401050BRK.html
"8:00 PM, January 5, 2024",CHI,CHO,41,50,104,30,https://www.basketball-reference.com/boxscores/202401050CHI.html
"7:30 PM, January 5, 2024",CLE,WAS,45,45,114,30,https://www.basketball-reference.com/boxscores/202401050CLE.html
"8:30 PM, January 5, 2024",DAL,POR,61,42,139,37,https://www.basketball-reference.com/boxscores/202401050DAL.html
"9:00 PM, January 5, 2024",DEN,ORL,53,69,120,22,https://www.basketball-reference.com/boxscores/202401050DEN.html
"10:00 PM, January 5, 2024",GSW,DET,60,49,113,34,https://www.basketball-reference.com/boxscores/202401050GSW.html
"8:00 PM, January 5, 2024",HOU,MIN,62,60,95,23,https://www.basketball-reference.com/boxscores/202401050HOU.html
"7:00 PM, January 5, 2024",IND,ATL,63,53,150,33,https://www.basketball-reference.com/boxscores/202401050IND.html
"10:00 PM, January 5, 2024",LAL,MEM,62,65,113,19,https://www.basketball-reference.com/boxscores/202401050LAL.html
"8:00 PM, January 5, 2024",NOP,LAC,49,62,95,27,https://www.basketball-reference.com/boxscores/202401050NOP.html
"7:30 PM, January 5, 2024",PHI,NYK,76,52,92,16,https://www.basketball-reference.com/boxscores/202401050PHI.html
"9:00 PM, January 5, 2024",PHO,MIA,48,49,113,19,https://www.basketball-reference.com/boxscores/202401050PHO.html
"10:00 PM, January 5, 2024",SAC,TOR,63,67,135,28,https://www.basketball-reference.com/boxscores/202401050SAC.html
"8:00 PM, January 6, 2024",HOU,MIL,60,48,112,23,https://www.basketball-reference.com/boxscores/202401060HOU.html
"7:00 PM, January 6, 2024",IND,BOS,63,55,101,20,https://www.basketball-reference.com/boxscores/202401060IND.html
"7:30 PM, January 6, 2024",PHI,UTA,59,61,109,30,https://www.basketball-reference.com/boxscores/202401060PHI.html
"7:00 PM, January 6, 2024",WAS,NYK,59,62,105,30,https://www.basketball-reference.com/boxscores/202401060WAS.html
"3:00 PM, January 7, 2024",BRK,POR,54,61,127,12,https://www.basketball-reference.com/boxscores/202401070BRK.html
"1:00 PM, January 7, 2024",CLE,SAS,55,60,117,29,https://www.basketball-reference.com/boxscores/202401070CLE.html
"7:30 PM, January 7, 2024",DAL,MIN,53,55,115,24,https://www.basketball-reference.com/boxscores/202401070DAL.html
"8:00 PM, January 7, 2024",DEN,DET,57,57,131,23,https://www.basketball-reference.com/boxscores/202401070DEN.html
"8:30 PM, January 7, 2024",GSW,TOR,72,61,118,31,https://www.basketball-reference.com/boxscores/202401070GSW.html
"9:30 PM, January 7, 2024",LAL,LAC,55,48,106,25,https://www.basketball-reference.com/boxscores/202401070LAL.html
"6:00 PM, January 7, 2024",ORL,ATL,59,46,117,12,https://www.basketball-reference.com/boxscores/202401070ORL.html
"8:00 PM, January 7, 2024",PHO,MEM,67,54,115,18,https://www.basketball-reference.com/boxscores/202401070PHO.html
"6:00 PM, January 7, 2024",SAC,NOP,69,64,100,39,https://www.basketball-reference.com/boxscores/202401070SAC.html
"7:00 PM, January 8, 2024",CHO,CHI,51,56,112,5,https://www.basketball-reference.com/boxscores/202401080CHO.html
"7:00 PM, January 8, 2024",IND,BOS,64,67,133,30,https://www.basketball-reference.com/boxscores/202401080IND.html
"10:30 PM, January 8, 2024",LAC,PHO,52,59,138,37,https://www.basketball-reference.com/boxscores/202401080LAC.html
"7:30 PM, January 8, 2024",MIA,HOU,63,50,120,29,https://www.basketball-reference.com/boxscores/202401080MIA.html
"8:00 PM, January 8, 2024",MIL,UTA,68,64,116,26,https://www.basketball-reference.com/boxscores/202401080MIL.html
"7:00 PM, January 8, 2024",WAS,OKC,65,71,128,31,https://www.basketball-reference.com/boxscores/202401080WAS.html
"8:30 PM, January 9, 2024",DAL,MEM,56,64,103,20,https://www.basketball-reference.com/boxscores/202401090DAL.html
"7:00 PM, January 9, 2024",DET,SAC,72,59,110,15,https://www.basketball-reference.com/boxscores/202401090DET.html
"10:30 PM, January 9, 2024",LAL,TOR,71,60,132,44,https://www.basketball-reference.com/boxscores/202401090LAL.html
"7:30 PM, January 9, 2024",NYK,POR,42,42,112,15,https://www.basketball-reference.com/boxscores/202401090NYK.html
"7:00 PM, January 9, 2024",ORL,MIN,57,56,92,26,https://www.basketball-reference.com/boxscores/202401090ORL.html
"7:30 PM, January 10, 2024",ATL,PHI,60,65,139,14,https://www.basketball-reference.com/boxscores/202401100ATL.html
"7:00 PM, January 10, 2024",BOS,MIN,52,59,127,16,https://www.basketball-reference.com/boxscores/202401100BOS.html
"8:00 PM, January 10, 2024",CHI,HOU,59,53,124,12,https://www.basketball-reference.com/boxscores/202401100CHI.html
"7:00 PM, January 10, 2024",CHO,SAC,66,57,98,18,https://www.basketball-reference.com/boxscores/202401100CHO.html
"7:00 PM, January 10, 2024",DET,SAS,67,63,108,31,https://www.basketball-reference.com/boxscores/202401100DET.html
"8:30 PM, January 10, 2024",GSW,NOP,63,78,105,22,https://www.basketball-reference.com/boxscores/202401100GSW.html
"7:00 PM, January 10, 2024",IND,WAS,58,46,112,23,https://www.basketball-reference.com/boxscores/202401100IND.html
"10:30 PM, January 10, 2024",LAC,TOR,56,64,126,35,https://www.basketball-reference.com/boxscores/202401100LAC.html
"7:30 PM, January 10, 2024",MIA,OKC,65,63,120,24,https://www.basketball-reference.com/boxscores/202401100MIA.html
"10:00 PM, January 10, 2024",UTA,DEN,62,49,124,25,https://www.basketball-reference.com/boxscores/202401100UTA.html
"2:00 PM, January 11, 2024",CLE,BRK,60,42,111,33,https://www.basketball-reference.com/boxscores/202401110CLE.html
"8:30 PM, January 11, 2024",DAL,NYK,67,57,128,27,https://www.basketball-reference.com/boxscores/202401110DAL.html
"10:00 PM, January 11, 2024",LAL,PHO,52,75,109,31,https://www.basketball-reference.com/boxscores/202401110LAL.html
"7:30 PM, January 11, 2024",MIL,BOS,47,55,135,24,https://www.basketball-reference.com/boxscores/202401110MIL.html
"8:00 PM, January 11, 2024",OKC,POR,36,41,139,21,https://www.basketball-reference.com/boxscores/202401110OKC.html
"7:30 PM, January 12, 2024",ATL,IND,61,65,108,27,https://www.basketball-reference.com/boxscores/202401120ATL.html
"8:00 PM, January 12, 2024",CHI,GSW,59,81,131,36,https://www.basketball-reference.com/boxscores/202401120CHI.html
"10:00 PM, January 12, 2024",DEN,NOP,59,54,125,25,https://www.basketball-reference.com/boxscores/202401120DEN.html
"7:30 PM, January 12, 2024",DET,HOU,56,56,110,19,https://www.basketball-reference.com/boxscores/202401120DET.html
"8:00 PM, January 12, 2024",MEM,LAC,70,58,119,40,https://www.basketball-reference.com/boxscores/202401120MEM.html
"8:00 PM, January 12, 2024",MIA,ORL,56,40,99,24,https://www.basketball-reference.com/boxscores/202401120MIA.html
"8:00 PM, January 12, 2024",MIN,POR,63,30,116,28,https://www.basketball-reference.com/boxscores/202401120MIN.html
"7:30 PM, January 12, 2024",PHI,SAC,45,48,112,25,https://www.basketball-reference.com/boxscores/202401120PHI.html
"8:00 PM, January 12, 2024",SAS,CHO,51,48,135,32,https://www.basketball-reference.com/boxscores/202401120SAS.html
"9:30 PM, January 12, 2024",UTA,TOR,50,63,145,40,https://www.basketball-reference.com/boxscores/202401120UTA.html
"7:30 PM, January 13, 2024",ATL,WAS,56,71,99,28,https://www.basketball-reference.com/boxscores/202401130ATL.html
"7:00 PM, January 13, 2024",BOS,HOU,54,59,145,33,https://www.basketball-reference.com/boxscores/202401130BOS.html
"8:30 PM, January 13, 2024",DAL,NOP,50,68,108,27,https://www.basketball-reference.com/boxscores/202401130DAL.html
"8:00 PM, January 13, 2024",MEM,NYK,51,55,94,22,https://www.basketball-reference.com/boxscores/202401130MEM.html
"8:00 PM, January 13, 2024",MIL,GSW,69,49,129,46,https://www.basketball-reference.com/boxscores/202401130MIL.html
"8:00 PM, January 13, 2024",OKC,ORL,46,54,112,26,https://www.basketball-reference.com/boxscores/202401130OKC.html
"8:30 PM, January 13, 2024",SAS,CHI,56,66,116,22,https://www.basketball-reference.com/boxscores/202401130SAS.html
"9:30 PM, January 13, 2024",UTA,LAL,58,67,132,32,https://www.basketball-reference.com/boxscores/202401130UTA.html
"3:30 PM, January 14, 2024",DEN,IND,54,55,117,28,https://www.basketball-reference.com/boxscores/202401140DEN.html
"6:00 PM, January 14, 2024",MIA,CHO,41,46,104,27,https://www.basketball-reference.com/boxscores/202401140MIA.html
"7:00 PM, January 14, 2024",MIL,SAC,66,62,143,15,https://www.basketball-reference.com/boxscores/202401140MIL.html
"7:00 PM, January 14, 2024",MIN,LAC,63,42,109,28,https://www.basketball-reference.com/boxscores/202401140MIN.html
"9:00 PM, January 14, 2024",POR,PHO,61,66,116,24,https://www.basketball-reference.com/boxscores/202401140POR.html
"3:30 PM, January 15, 2024",ATL,SAS,50,49,109,22,https://www.basketball-reference.com/boxscores/202401150ATL.html
"7:30 PM, January 15, 2024",BRK,MIA,35,53,95,7,https://www.basketball-reference.com/boxscores/202401150BRK.html
"7:00 PM, January 15, 2024",CLE,CHI,39,52,109,29,https://www.basketball-reference.com/boxscores/202401150CLE.html
"2:30 PM, January 15, 2024",DAL,NOP,63,57,125,33,https://www.basketball-reference.com/boxscores/202401150DAL.html
"10:30 PM, January 15, 2024",LAL,OKC,53,52,112,28,https://www.basketball-reference.com/boxscores/202401150LAL.html
"6:00 PM, January 15, 2024",MEM,GSW,48,59,116,31,https://www.basketball-reference.com/boxscores/202401150MEM.html
"3:00 PM, January 15, 2024",NYK,ORL,51,47,94,16,https://www.basketball-reference.com/boxscores/202401150NYK.html
"1:00 PM, January 15, 2024",PHI,HOU,66,49,124,26,https://www.basketball-reference.com/boxscores/202401150PHI.html
"7:30 PM, January 15, 2024",TOR,BOS,53,52,96,21,https://www.basketball-reference.com/boxscores/202401150TOR.html
"9:00 PM, January 15, 2024",UTA,IND,50,55,132,27,https://www.basketball-reference.com/boxscores/202401150UTA.html
"3:00 PM, January 15, 2024",WAS,DET,69,60,117,30,https://www.basketball-reference.com/boxscores/202401150WAS.html
"10:00 PM, January 16, 2024",LAC,OKC,59,58,128,29,https://www.basketball-reference.com/boxscores/202401160LAC.html
"7:30 PM, January 16, 2024",PHI,DEN,57,64,126,27,https://www.basketball-reference.com/boxscores/202401160PHI.html
"9:00 PM, January 16, 2024",PHO,SAC,50,67,119,35,https://www.basketball-reference.com/boxscores/202401160PHO.html
"7:30 PM, January 17, 2024",ATL,ORL,53,51,106,28,https://www.basketball-reference.com/boxscores/202401170ATL.html
"7:30 PM, January 17, 2024",BOS,SAS,40,58,117,23,https://www.basketball-reference.com/boxscores/202401170BOS.html
"7:30 PM, January 17, 2024",CLE,MIL,47,48,135,27,https://www.basketball-reference.com/boxscores/202401170CLE.html
"7:00 PM, January 17, 2024",DET,MIN,57,67,117,27,https://www.basketball-reference.com/boxscores/202401170DET.html
"8:30 PM, January 17, 2024",LAL,DAL,57,53,127,30,https://www.basketball-reference.com/boxscores/202401170LAL.html
"8:00 PM, January 17, 2024",NOP,CHO,55,57,132,36,https://www.basketball-reference.com/boxscores/202401170NOP.html
"7:30 PM, January 17, 2024",NYK,HOU,46,48,109,32,https://www.basketball-reference.com/boxscores/202401170NYK.html
"10:00 PM, January 17, 2024",POR,BRK,49,54,105,31,https://www.basketball-reference.com/boxscores/202401170POR.html
"7:30 PM, January 17, 2024",TOR,MIA,49,48,121,27,https://www.basketball-reference.com/boxscores/202401170TOR.html
"10:00 PM, January 18, 2024",MIN,MEM,42,61,118,37,https://www.basketball-reference.com/boxscores/202401180MIN.html
"7:30 PM, January 18, 2024",NYK,WAS,60,49,113,40,https://www.basketball-reference.com/boxscores/202401180NYK.html
"10:00 PM, January 18, 2024",SAC,IND,63,63,121,32,https://www.basketball-reference.com/boxscores/202401180SAC.html
"7:30 PM, January 18, 2024",TOR,CHI,51,65,110,24,https://www.basketball-reference.com/boxscores/202401180TOR.html
"9:00 PM, January 18, 2024",UTA,OKC,73,61,129,34,https://www.basketball-reference.com/boxscores/202401180UTA.html
"7:30 PM, January 19, 2024",BOS,DEN,45,57,100,18,https://www.basketball-reference.com/boxscores/202401190BOS.html
"7:00 PM, January 19, 2024",CHO,SAS,61,59,124,27,https://www.basketball-reference.com/boxscores/202401190CHO.html
"10:30 PM, January 19, 2024",LAL,BRK,64,66,112,22,https://www.basketball-reference.com/boxscores/202401190LAL.html
"8:00 PM, January 19, 2024",MIA,ATL,53,56,108,25,https://www.basketball-reference.com/boxscores/202401190MIA.html
"8:00 PM, January 19, 2024",NOP,PHO,51,72,109,29,https://www.basketball-reference.com/boxscores/202401190NOP.html
"7:00 PM, January 19, 2024",ORL,PHI,71,53,109,33,https://www.basketball-reference.com/boxscores/202401190ORL.html
"10:00 PM, January 19, 2024",POR,IND,56,59,118,30,https://www.basketball-reference.com/boxscores/202401190POR.html
"7:30 PM, January 20, 2024",ATL,CLE,57,59,95,25,https://www.basketball-reference.com/boxscores/202401200ATL.html
"8:00 PM, January 20, 2024",CHI,MEM,50,46,125,39,https://www.basketball-reference.com/boxscores/202401200CHI.html
"7:00 PM, January 20, 2024",CHO,PHI,50,47,89,16,https://www.basketball-reference.com/boxscores/202401200CHO.html
"3:00 PM, January 20, 2024",DET,MIL,74,67,135,37,https://www.basketball-reference.com/boxscores/202401200DET.html
"8:00 PM, January 20, 2024",HOU,UTA,53,62,127,12,https://www.basketball-reference.com/boxscores/202401200HOU.html
"8:00 PM, January 20, 2024",MIN,OKC,55,47,97,14,https://www.basketball-reference.com/boxscores/202401200MIN.html
"7:30 PM, January 20, 2024",NYK,TOR,48,52,126,34,https://www.basketball-reference.com/boxscores/202401200NYK.html
"7:00 PM, January 20, 2024",WAS,SAS,66,65,127,27,https://www.basketball-reference.com/boxscores/202401200WAS.html
"7:00 PM, January 21, 2024",HOU,BOS,61,55,107,27,https://www.basketball-reference.com/boxscores/202401210HOU.html
"3:30 PM, January 21, 2024",LAC,BRK,49,65,125,41,https://www.basketball-reference.com/boxscores/202401210LAC.html
"10:00 PM, January 21, 2024",LAL,POR,46,64,134,31,https://www.basketball-reference.com/boxscores/202401210LAL.html
"6:00 PM, January 21, 2024",ORL,MIA,45,42,105,24,https://www.basketball-reference.com/boxscores/202401210ORL.html
"8:00 PM, January 21, 2024",PHO,IND,63,47,117,26,https://www.basketball-reference.com/boxscores/202401210PHO.html
"6:00 PM, January 21, 2024",WAS,DEN,53,60,104,26,https://www.basketball-reference.com/boxscores/202401210WAS.html
"8:30 PM, January 22, 2024",DAL,BOS,66,53,110,27,https://www.basketball-reference.com/boxscores/202401220DAL.html
"7:00 PM, January 22, 2024",DET,MIL,61,61,113,28,https://www.basketball-reference.com/boxscores/202401220DET.html
"8:00 PM, January 22, 2024",MIN,CHO,68,60,125,18,https://www.basketball-reference.com/boxscores/202401220MIN.html
"7:00 PM, January 22, 2024",ORL,CLE,53,73,99,25,https://www.basketball-reference.com/boxscores/202401220ORL.html
"7:00 PM, January 22, 2024",PHI,SAS,57,66,133,29,https://www.basketball-reference.com/boxscores/202401220PHI.html
"9:00 PM, January 22, 2024",PHO,CHI,52,61,115,32,https://www.basketball-reference.com/boxscores/202401220PHO.html
"10:00 PM, January 22, 2024",SAC,ATL,54,53,122,35,https://www.basketball-reference.com/boxscores/202401220SAC.html
"7:30 PM, January 22, 2024",TOR,MEM,46,62,100,29,https://www.basketball-reference.com/boxscores/202401220TOR.html
"7:30 PM, January 23, 2024",BRK,NYK,56,52,103,18,https://www.basketball-reference.com/boxscores/202401230BRK.html
"7:00 PM, January 23, 2024",IND,DEN,47,67,109,28,https://www.basketball-reference.com/boxscores/202401230IND.html
"10:00 PM, January 23, 2024",LAC,LAL,54,62,127,21,https://www.basketball-reference.com/boxscores/202401230LAC.html
"8:00 PM, January 23, 2024",NOP,UTA,62,62,153,38,https://www.basketball-reference.com/boxscores/202401230NOP.html
"8:00 PM, January 23, 2024",OKC,POR,61,48,111,23,https://www.basketball-reference.com/boxscores/202401230OKC.html
"8:30 PM, January 24, 2024",DAL,PHO,64,68,109,31,https://www.basketball-reference.com/boxscores/202401240DAL.html
"7:00 PM, January 24, 2024",DET,CHO,35,71,113,24,https://www.basketball-reference.com/boxscores/202401240DET.html
"10:00 PM, January 24, 2024",GSW,ATL,57,55,134,33,https://www.basketball-reference.com/boxscores/202401240GSW.html
"8:00 PM, January 24, 2024",HOU,POR,53,71,131,7,https://www.basketball-reference.com/boxscores/202401240HOU.html
"7:30 PM, January 24, 2024",MIA,MEM,51,54,96,28,https://www.basketball-reference.com/boxscores/202401240MIA.html
"8:00 PM, January 24, 2024",MIL,CLE,60,56,126,33,https://www.basketball-reference.com/boxscores/202401240MIL.html
"9:30 PM, January 24, 2024",SAS,OKC,68,72,114,38,https://www.basketball-reference.com/boxscores/202401240SAS.html
"7:00 PM, January 24, 2024",WAS,MIN,55,63,107,29,https://www.basketball-reference.com/boxscores/202401240WAS.html
"7:30 PM, January 25, 2024",BRK,MIN,51,45,94,20,https://www.basketball-reference.com/boxscores/202401250BRK.html
"10:00 PM, January 25, 2024",GSW,SAC,65,69,133,32,https://www.basketball-reference.com/boxscores/202401250GSW.html
"7:00 PM, January 25, 2024",IND,PHI,69,53,134,24,https://www.basketball-reference.com/boxscores/202401250IND.html
"10:30 PM, January 25, 2024",LAL,CHI,64,68,141,29,https://www.basketball-reference.com/boxscores/202401250LAL.html
"7:30 PM, January 25, 2024",MIA,BOS,65,78,110,20,https://www.basketball-reference.com/boxscores/202401250MIA.html
"7:30 PM, January 25, 2024",NYK,DEN,38,46,122,24,https://www.basketball-reference.com/boxscores/202401250NYK.html
"7:00 PM, January 25, 2024",WAS,UTA,53,70,108,30,https://www.basketball-reference.com/boxscores/202401250WAS.html
"7:00 PM, January 26, 2024",ATL,DAL,79,69,143,41,https://www.basketball-reference.com/boxscores/202401260ATL.html
"7:00 PM, January 26, 2024",CHO,HOU,64,74,104,26,https://www.basketball-reference.com/boxscores/202401260CHO.html
"7:00 PM, January 26, 2024",IND,PHO,57,74,133,28,https://www.basketball-reference.com/boxscores/202401260IND.html
"8:00 PM, January 26, 2024",MEM,ORL,50,56,107,17,https://www.basketball-reference.com/boxscores/202401260MEM.html
"8:00 PM, January 26, 2024",MIL,CLE,56,56,100,23,https://www.basketball-reference.com/boxscores/202401260MIL.html
"8:00 PM, January 26, 2024",NOP,OKC,58,49,83,19,https://www.basketball-reference.com/boxscores/202401260NOP.html
"9:30 PM, January 26, 2024",SAS,POR,46,54,116,28,https://www.basketball-reference.com/boxscores/202401260SAS.html
"7:30 PM, January 26, 2024",TOR,LAC,69,58,107,26,https://www.basketball-reference.com/boxscores/202401260TOR.html
"7:00 PM, January 27, 2024",BOS,LAC,53,62,96,36,https://www.basketball-reference.com/boxscores/202401270BOS.html
"6:00 PM, January 27, 2024",BRK,HOU,59,45,106,18,https://www.basketball-reference.com/boxscores/202401270BRK.html
"7:00 PM, January 27, 2024",CHO,UTA,64,70,122,34,https://www.basketball-reference.com/boxscores/202401270CHO.html
"9:00 PM, January 27, 2024",DAL,SAC,60,60,115,40,https://www.basketball-reference.com/boxscores/202401270DAL.html
"5:30 PM, January 27, 2024",DEN,PHI,52,53,111,25,https://www.basketball-reference.com/boxscores/202401270DEN.html
"12:00 PM, January 27, 2024",DET,WAS,56,62,104,19,https://www.basketball-reference.com/boxscores/202401270DET.html
"8:30 PM, January 27, 2024",GSW,LAL,62,56,144,14,https://www.basketball-reference.com/boxscores/202401270GSW.html
"8:00 PM, January 27, 2024",MIL,NOP,61,56,141,29,https://www.basketball-reference.com/boxscores/202401270MIL.html
"3:00 PM, January 27, 2024",NYK,MIA,44,65,125,36,https://www.basketball-reference.com/boxscores/202401270NYK.html
"8:30 PM, January 27, 2024",SAS,MIN,50,62,113,33,https://www.basketball-reference.com/boxscores/202401270SAS.html
"6:00 PM, January 28, 2024",ATL,TOR,65,60,126,29,https://www.basketball-reference.com/boxscores/202401280ATL.html
"2:00 PM, January 28, 2024",DET,OKC,48,56,120,20,https://www.basketball-reference.com/boxscores/202401280DET.html
"3:30 PM, January 28, 2024",IND,MEM,54,56,116,24,https://www.basketball-reference.com/boxscores/202401280IND.html
"6:00 PM, January 28, 2024",ORL,PHO,32,66,113,31,https://www.basketball-reference.com/boxscores/202401280ORL.html
"9:00 PM, January 28, 2024",POR,CHI,55,49,96,21,https://www.basketball-reference.com/boxscores/202401280POR.html
"7:30 PM, January 29, 2024",BOS,NOP,49,63,118,37,https://www.basketball-reference.com/boxscores/202401290BOS.html
"7:30 PM, January 29, 2024",BRK,UTA,56,58,147,43,https://www.basketball-reference.com/boxscores/202401290BRK.html
"7:00 PM, January 29, 2024",CHO,NYK,43,70,92,25,https://www.basketball-reference.com/boxscores/202401290CHO.html
"7:00 PM, January 29, 2024",CLE,LAC,54,54,118,30,https://www.basketball-reference.com/boxscores/202401290CLE.html
"8:30 PM, January 29, 2024",DAL,ORL,82,47,131,35,https://www.basketball-reference.com/boxscores/202401290DAL.html
"9:00 PM, January 29, 2024",DEN,MIL,62,45,113,31,https://www.basketball-reference.com/boxscores/202401290DEN.html
"8:00 PM, January 29, 2024",HOU,LAL,64,55,135,27,https://www.basketball-reference.com/boxscores/202401290HOU.html
"8:00 PM, January 29, 2024",MEM,SAC,57,46,94,23,https://www.basketball-reference.com/boxscores/202401290MEM.html
"7:30 PM, January 29, 2024",MIA,PHO,47,71,105,31,https://www.basketball-reference.com/boxscores/202401290MIA.html
"8:00 PM, January 29, 2024",OKC,MIN,54,53,101,24,https://www.basketball-reference.com/boxscores/202401290OKC.html
"10:00 PM, January 29, 2024",POR,PHI,54,50,130,36,https://www.basketball-reference.com/boxscores/202401290POR.html
"8:00 PM, January 29, 2024",SAS,WAS,60,58,113,20,https://www.basketball-reference.com/boxscores/202401290SAS.html
"7:30 PM, January 30, 2024",ATL,LAL,61,61,138,35,https://www.basketball-reference.com/boxscores/202401300ATL.html
"7:30 PM, January 30, 2024",BOS,IND,61,63,129,23,https://www.basketball-reference.com/boxscores/202401300BOS.html
"8:00 PM, January 30, 2024",CHI,TOR,54,64,107,18,https://www.basketball-reference.com/boxscores/202401300CHI.html
"10:00 PM, January 30, 2024",GSW,PHI,52,55,119,33,https://www.basketball-reference.com/boxscores/202401300GSW.html
"7:30 PM, January 30, 2024",NYK,UTA,57,46,118,25,https://www.basketball-reference.com/boxscores/202401300NYK.html
"8:30 PM, January 31, 2024",BRK,PHO,64,72,120,33,https://www.basketball-reference.com/boxscores/202401310BRK.html
"7:00 PM, January 31, 2024",CHO,CHI,60,57,110,24,https://www.basketball-reference.com/boxscores/202401310CHO.html
"7:00 PM, January 31, 2024",CLE,DET,64,57,128,32,https://www.basketball-reference.com/boxscores/202401310CLE.html
"8:00 PM, January 31, 2024",HOU,NOP,54,56,99,20,https://www.basketball-reference.com/boxscores/202401310HOU.html
"7:30 PM, January 31, 2024",MIA,SAC,55,51,115,25,https://www.basketball-reference.com/boxscores/202401310MIA.html
"8:00 PM, January 31, 2024",MIN,DAL,44,43,121,38,https://www.basketball-reference.com/boxscores/202401310MIN.html
"8:00 PM, January 31, 2024",OKC,DEN,51,49,105,32,https://www.basketball-reference.com/boxscores/202401310OKC.html
"10:00 PM, January 31, 2024",POR,MIL,52,64,119,23,https://www.basketball-reference.com/boxscores/202401310POR.html
"8:00 PM, January 31, 2024",SAS,ORL,47,61,98,26,https://www.basketball-reference.com/boxscores/202401310SAS.html
"7:00 PM, January 31, 2024",WAS,LAC,48,77,109,30,https://www.basketball-reference.com/boxscores/202401310WAS.html
"7:30 PM, February 1, 2024",BOS,LAL,58,56,105,27,https://www.basketball-reference.com/boxscores/202402010BOS.html
"8:00 PM, February 1, 2024",MEM,CLE,51,57,101,21,https://www.basketball-reference.com/boxscores/202402010MEM.html
"7:30 PM, February 1, 2024",NYK,IND,43,62,109,30,https://www.basketball-reference.com/boxscores/202402010NYK.html
"10:00 PM, February 1, 2024",UTA,PHI,66,61,124,31,https://www.basketball-reference.com/boxscores/202402010UTA.html
"7:30 PM, February 2, 2024",ATL,PHO,58,62,129,29,https://www.basketball-reference.com/boxscores/202402020ATL.html
"9:00 PM, February 2, 2024",DEN,POR,59,49,120,28,https://www.basketball-reference.com/boxscores/202402020DEN.html
